transaction_id,year,transaction_time,Day_Shifts,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue_generated
65527,2025,10:40:28,Morning,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
65528,2025,10:40:38,Morning,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
65529,2025,10:40:38,Morning,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6
65530,2025,10:40:43,Morning,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
65531,2025,10:40:46,Morning,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
65532,2025,10:40:55,Morning,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
65533,2025,10:41:14,Morning,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
65534,2025,10:41:29,Morning,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
65535,2025,10:41:29,Morning,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
65536,2025,10:41:30,Morning,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65537,2025,10:41:41,Morning,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
65538,2025,10:41:54,Morning,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
65539,2025,10:43:07,Morning,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65540,2025,10:43:12,Morning,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
65541,2025,10:43:24,Morning,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
65542,2025,10:43:45,Morning,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
65543,2025,10:44:55,Morning,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65544,2025,10:45:59,Morning,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
65545,2025,10:45:59,Morning,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,3
65546,2025,10:46:00,Morning,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
65547,2025,10:46:22,Morning,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
65548,2025,10:46:22,Morning,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
65549,2025,10:46:27,Morning,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
65550,2025,10:46:27,Morning,1,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8
65551,2025,10:47:36,Morning,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75
65552,2025,10:47:36,Morning,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
65553,2025,10:49:56,Morning,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
65554,2025,10:49:59,Morning,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
65555,2025,10:50:01,Morning,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
65556,2025,10:50:44,Morning,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
65557,2025,10:50:44,Morning,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
65558,2025,10:50:45,Morning,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
65559,2025,10:50:54,Morning,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
65560,2025,10:51:09,Morning,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
65561,2025,10:51:18,Morning,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
65562,2025,10:51:56,Morning,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
65563,2025,10:51:56,Morning,1,8,Hell's Kitchen,8,45,Coffee beans,Premium Beans,Civet Cat,45
65564,2025,10:52:41,Morning,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
65565,2025,10:52:41,Morning,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6
65566,2025,10:53:15,Morning,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
65567,2025,10:53:15,Morning,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8
65568,2025,10:53:15,Morning,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
65569,2025,10:53:29,Morning,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
65570,2025,10:53:29,Morning,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
65571,2025,10:53:29,Morning,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
65572,2025,10:53:41,Morning,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,6
65573,2025,10:53:41,Morning,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8
65574,2025,10:54:06,Morning,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
65575,2025,10:54:06,Morning,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6
65576,2025,10:54:28,Morning,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
65577,2025,10:54:55,Morning,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
65578,2025,10:55:23,Morning,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
65579,2025,10:55:40,Morning,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
65580,2025,10:55:40,Morning,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
65581,2025,10:56:01,Morning,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
65582,2025,10:56:44,Morning,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
65583,2025,10:56:44,Morning,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
65584,2025,10:56:44,Morning,1,5,Lower Manhattan,21,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan,13.33
65585,2025,10:57:08,Morning,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
65586,2025,10:57:08,Morning,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
65587,2025,10:57:40,Morning,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
65588,2025,10:57:43,Morning,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
65589,2025,10:57:48,Morning,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
65590,2025,10:58:34,Morning,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
65591,2025,10:58:41,Morning,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
65592,2025,10:58:41,Morning,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
65593,2025,11:08:53,Morning,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
65594,2025,11:10:15,Morning,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
65595,2025,11:10:42,Morning,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
65596,2025,11:13:59,Morning,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
65597,2025,11:13:59,Morning,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,3
65598,2025,11:16:26,Morning,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
65599,2025,11:16:26,Morning,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25
65600,2025,11:19:21,Morning,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
65601,2025,11:22:32,Morning,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
65602,2025,11:24:23,Morning,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,3
65603,2025,11:28:23,Morning,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
65604,2025,11:29:53,Morning,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
65605,2025,11:30:47,Morning,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
65606,2025,11:31:15,Morning,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
65607,2025,11:31:15,Morning,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
65608,2025,11:31:58,Morning,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
65609,2025,11:36:10,Morning,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
65610,2025,11:36:22,Morning,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
65611,2025,11:36:22,Morning,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
65612,2025,11:37:35,Morning,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
65613,2025,11:37:35,Morning,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6
65614,2025,11:37:35,Morning,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
65615,2025,11:40:44,Morning,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
65616,2025,11:41:21,Morning,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
65617,2025,11:41:21,Morning,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
65618,2025,11:45:12,Morning,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,3
65619,2025,11:45:12,Morning,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
65620,2025,11:47:28,Morning,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
65621,2025,11:48:27,Morning,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
65622,2025,11:49:36,Morning,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
65623,2025,11:49:36,Morning,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
65624,2025,11:49:54,Morning,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
65625,2025,11:54:12,Morning,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
65626,2025,11:54:12,Morning,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
65627,2025,11:57:04,Morning,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
65628,2025,12:01:55,Afternoon,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
65629,2025,12:01:55,Afternoon,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
65630,2025,12:01:59,Afternoon,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
65631,2025,12:09:34,Afternoon,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
65632,2025,12:10:33,Afternoon,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
65633,2025,12:13:32,Afternoon,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
65634,2025,12:13:32,Afternoon,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
65635,2025,12:13:32,Afternoon,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia,21
65636,2025,12:15:35,Afternoon,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
65637,2025,12:15:35,Afternoon,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
65638,2025,12:18:37,Afternoon,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
65639,2025,12:18:37,Afternoon,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
65640,2025,12:19:33,Afternoon,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
65641,2025,12:22:10,Afternoon,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
65642,2025,12:22:58,Afternoon,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
65643,2025,12:22:58,Afternoon,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
65644,2025,12:26:30,Afternoon,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
65645,2025,12:30:36,Afternoon,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
65646,2025,12:35:09,Afternoon,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
65647,2025,12:35:09,Afternoon,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
65648,2025,12:35:53,Afternoon,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
65649,2025,12:36:32,Afternoon,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
65650,2025,12:36:32,Afternoon,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
65651,2025,12:37:12,Afternoon,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
65652,2025,12:37:12,Afternoon,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25
65653,2025,12:37:12,Afternoon,1,8,Hell's Kitchen,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai,9.5
65654,2025,12:37:56,Afternoon,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65655,2025,12:40:43,Afternoon,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
65656,2025,12:44:40,Afternoon,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
65657,2025,12:48:12,Afternoon,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
65658,2025,12:48:56,Afternoon,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
65659,2025,12:50:50,Afternoon,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
65660,2025,12:51:06,Afternoon,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
65661,2025,12:51:43,Afternoon,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
65662,2025,12:55:51,Afternoon,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
65663,2025,12:57:29,Afternoon,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
65664,2025,13:01:26,Afternoon,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
65665,2025,13:02:16,Afternoon,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
65666,2025,13:10:49,Afternoon,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
65667,2025,13:12:42,Afternoon,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
65668,2025,13:14:24,Afternoon,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
65669,2025,13:14:24,Afternoon,1,8,Hell's Kitchen,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast,15
65670,2025,13:23:27,Afternoon,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65671,2025,13:23:27,Afternoon,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,6.4
65672,2025,13:26:59,Afternoon,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
65673,2025,13:26:59,Afternoon,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75
65674,2025,13:28:16,Afternoon,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
65675,2025,13:34:54,Afternoon,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
65676,2025,13:34:54,Afternoon,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
65677,2025,13:35:33,Afternoon,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65678,2025,13:41:54,Afternoon,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
65679,2025,13:43:10,Afternoon,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
65680,2025,13:43:14,Afternoon,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
65681,2025,13:45:13,Afternoon,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
65682,2025,13:46:00,Afternoon,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
65683,2025,13:47:53,Afternoon,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,3
65684,2025,13:53:03,Afternoon,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
65685,2025,13:53:37,Afternoon,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
65686,2025,13:54:30,Afternoon,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
65687,2025,13:54:30,Afternoon,1,8,Hell's Kitchen,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,7.6
65688,2025,13:57:11,Afternoon,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
65689,2025,13:57:36,Afternoon,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
65690,2025,13:57:36,Afternoon,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
65691,2025,13:58:03,Afternoon,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
65692,2025,14:01:03,Afternoon,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
65693,2025,14:03:20,Afternoon,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
65694,2025,14:04:19,Afternoon,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
65695,2025,14:04:19,Afternoon,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
65696,2025,14:08:34,Afternoon,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,3
65697,2025,14:08:34,Afternoon,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,0.8
65698,2025,14:10:53,Afternoon,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
65699,2025,14:12:10,Afternoon,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
65700,2025,14:14:04,Afternoon,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
65701,2025,14:14:57,Afternoon,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6
65702,2025,14:15:08,Afternoon,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75
65703,2025,14:15:08,Afternoon,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8
65704,2025,14:16:08,Afternoon,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
65705,2025,14:16:24,Afternoon,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
65706,2025,14:19:55,Afternoon,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
65707,2025,14:20:18,Afternoon,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
65708,2025,14:20:39,Afternoon,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
65709,2025,14:21:43,Afternoon,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
65710,2025,14:24:33,Afternoon,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
65711,2025,14:24:47,Afternoon,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6
65712,2025,14:26:43,Afternoon,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
65713,2025,14:27:59,Afternoon,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
65714,2025,14:28:47,Afternoon,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
65715,2025,14:28:47,Afternoon,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8
65716,2025,14:28:47,Afternoon,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,3
65717,2025,14:30:14,Afternoon,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
65718,2025,14:30:14,Afternoon,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,0.8
65719,2025,14:32:56,Afternoon,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
65720,2025,14:39:00,Afternoon,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
65721,2025,14:39:26,Afternoon,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
65722,2025,14:41:01,Afternoon,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
65723,2025,14:42:19,Afternoon,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
65724,2025,14:47:07,Afternoon,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
65725,2025,14:48:15,Afternoon,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
65726,2025,14:51:02,Afternoon,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
65727,2025,14:54:03,Afternoon,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
65728,2025,14:54:03,Afternoon,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
65729,2025,14:57:05,Afternoon,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
65730,2025,14:57:05,Afternoon,1,8,Hell's Kitchen,11,8.95,Loose Tea,Herbal tea,Lemon Grass,8.95
65731,2025,14:58:28,Afternoon,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
65732,2025,14:58:55,Afternoon,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
65733,2025,15:05:18,Afternoon,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
65734,2025,15:07:42,Afternoon,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65735,2025,15:09:44,Afternoon,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
65736,2025,15:10:54,Afternoon,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
65737,2025,15:13:00,Afternoon,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
65738,2025,15:13:00,Afternoon,1,8,Hell's Kitchen,1,18,Coffee beans,Organic Beans,Brazilian - Organic,18
65739,2025,15:14:16,Afternoon,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
65740,2025,15:15:37,Afternoon,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75
65741,2025,15:15:37,Afternoon,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
65742,2025,15:23:14,Afternoon,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
65743,2025,15:25:55,Afternoon,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
65744,2025,15:28:52,Afternoon,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
65745,2025,15:35:09,Afternoon,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6
65746,2025,15:35:09,Afternoon,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
65747,2025,15:35:32,Afternoon,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
